Id,Concepts,Name,Description,Url
117,720,Bresciani - M. - Rossini - M. - Morabito - G. - Matta - E. - Pinardi - M. - Cogliati - S. - Julitta - T. - Colombo - R. - Braga - F. - Giardino - C. (2013). Analysis of within- and between-day chlorophyll-a dynamics in Mantua Superior Lake - with a continuous spectroradiometric measurement. Marine and Freshwater Research - 64 - 303-316., , 
130,258,Burrough - P. A. and McDonnell - R. 1998. Principles of geographical information systems. Oxford: New York: Oxford University Press.,ISBN number: 9780198742845,http://books.google.com/books?isbn=9780198742845
132,720,Busetto L. - Meroni M. - Crosta G.F. - Guanter L. - Colombo R. (2011) - SpecCal: Novel software for in-field spectral characterization of high-resolution spectrometers - Computers & Geosciences - 37:1685-1691., , 
139,270,Campbell - J.B. (2002) Introduction to remote sensing - Third edition - The Guilford Press - New Yourk - US. pp. 235-238, , 
140,622,Campbell - J.B. - & Wynne - R.H. (2011). Introduction to remote sensing. Guilford Press, , 
141,352,Campbell - J.B. - & Wynne - R.H. (2011). Introduction to remote sensing. Guilford Press, , 
146,363,Campbell - J.B. - & Wynne - R.H. (2011). Introduction to remote sensing. Guilford Press - New York-London, , 
148,676,Campbell - J.B. - Wynne - R.H. (2003). Introduction to Remote Sensing - Fift edition - The Guilford Press - New York - US. A Canada Centre for Remote Sensing Remote Sensing Tutorial - Fundamentals of Remote Sensing - Retrieved from https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/earthsciences/pdf/resource/tutor/fundam/pdf/fundamentals_e.pdf, ,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/earthsciences/pdf/resource/tutor/fundam/pdf/fundamentals_e.pdf
149,356,Camps-Valls - G. - Gómez-Chova - L. - Laparra - V. - Martino - L. - Mateo-García - G. - Muñoz-Marí - J. - . . . Verrelst - J. (2020). Chapter 2.13 - Statistical biophysical parameter retrieval and emulation with Gaussian processes. In J. M. Amigo (Ed.) - Data Handling in Science and Technology (Vol. 32 - pp. 333-368): Elsevier.  https://doi.org/10.1016/B978-0-444-63977-6.00015-8, ,https://doi.org/10.1016/B978-0-444-63977-6.00015-8
152,704,Cao - J. - Clemente - C. - McInnes - R. & J. J. Soraghan - J. L. (2020). Solar Radiation Pressure Enabled Femtosatellite Based Earth Remote Sensing - IEEE Transactions on Aerospace and Electronic Systems - doi: 10.1109/TAES.2020.2972242., ,https://ieeexplore.ieee.org/document/8986638
156,816,Casagli - N. - F. Cigna - S. Bianchini - D. Hölbling - P. Füreder - G. Righini - S. Del Conte - B. Friedl - S. Schneiderbauer - C. Iasio - J. Vlcko - V. Greif - H. Proske - K. Granica - S. Falco - S. Lozzi - O. Mora - A. Arnaud - F. Novali - and M. Bianchi. 2016. 'Landslide mapping and monitoring by using radar and optical remote sensing: Examples from the EC-FP7 project SAFER' - Remote Sensing Applications: Society and Environment - 4: 92-108. https://doi.org/10.1016/j.rsase.2016.07.001, , 
158,753,CEOS & ESA - 2020. The CEOS Database. CEOS EO Handbook - Catalogue of Satellite Missions.,The CEOS database consists of list of satellite past - current and future missions - instruments - and measurements. This website provides information on many key measurements of interest to the main user groups of Earth observation satellite data.,http://database.eohandbook.com/database/missiontable.aspx
159,452,CEOS Surface reflectance product family specification, ,http://ceos.org/ard/files/PFS/SR/v5.0/CARD4L_Product_Family_Specification_Surface_Reflectance-v5.0.pdf7
160,351,Chabot - V. - Nodet - M. - Papadakis - N. - & Vidard - A. (2015). Accounting for observation errors in image data assimilation. Tellus A: Dynamic Meteorology and Oceanography - 67(1) - 23629. doi:10.3402/tellusa.v67.23629, ,https://doi.org/10.3402/tellusa.v67.23629
164,334,Chavez - P. S. (1988). An improved dark-object subtraction technique for atmospheric scattering correction of multispectral data. Remote Sensing of Environment - 24(3) - 459–479. https://doi.org/10.1016/0034-4257(88)90019-3, ,https://doi.org/10.1016/0034-4257(88)90019-3
165,334,Chavez - P.S. (1996). Image-based atmospheric corrections-revisited and improved. Photogrammetric engineering and remote sensing - 62 - 1025-1035, , 
176,258,Chrisman - N. (2002). Exploring geographic information systems - (2nd ed.). New York: Wiley.,ISBN number: 9780471314257,http://books.google.com/books?isbn=9780471314257
180,504,Cipriano - P. - Easton - C. - Roglia - E. - & Vancauwenberghe - G. (2013). Study on the Geo-ICT sector in Europe., ,http://www.smespire.eu/published-by-smespire-the-first-study-on-the-geo-ict-sector-in-europe/
186,665,Clerc - L.P. (1972). Photography. Theory and Practice. London and NewYork: Focal Press - pp. 61–62., , 
191,720,Cogliati S. - M. Rossini - T. Julitta - M. Meroni - A. Schickling - A. Burkart - F. Pinto - U. Rascher - R. Colombo. Continuous and long-term measurements of reflectance and sun-induced chlorophyll fluorescence by using novel automated field spectroradiometers. Remote Sensing of Environment - 164 - 270-281., , 
193,236,Collier - N. - Howe - T. and North - M. (2003). Onward and upward: The transition to Repast 2.0. Proceedings of the First Annual North American Association for Computational Social and Organizational Science Conference. (241-268). Pittsburgh - PA. Retrieved August 9 - 2005 from http://repast.sourceforge.net/., , 
197,458,Congalton - R. and Green - K. (1998). Assessing the accuracy of remotely sensed data: Principles and practices.,ISBN number: 9781420055139,http://books.google.com/books?isbn=9781420055139
198,458,Congalton - R. G. - & Green - K. (2009). Assessing the accuracy of remotely sensed data - principles and practices (2. ed. ed.). Boca Raton - Fla. [u.a.]: CRC., , 
199,458,Congalton - R.G. - & Green - K. (2019). Assessing the accuracy of remotely sensed data: principles and practices. CRC press, , 
220,468,Copernicus. (2020). Access to data. Retrieved from https://www.copernicus.eu/en/access-data, ,https://www.copernicus.eu/en/access-data
222,363,Coppin - P. - Jonckheere - I. - Nackaerts - K. - Muys - B. - & Lambin - E. (2004). Digital change detection methods in ecosystem monitoring: a review. International Journal of Remote Sensing - 25 - 1565-1596, , 
231,729,Cracknell - A. P. (2007). Introduction to remote sensing. CRC press., , 
232,665,Cracknell - A. P. (2018) The development of remote sensing in the last 40 years - International Journal of Remote Sensing - 39:23 - 8387-8427 - DOI: 10.1080/01431161.2018.1550919,Cracknell - A. P. (2018) The development of remote sensing in the last 40 years - International Journal of Remote Sensing - 39:23 - 8387-8427 - DOI: 10.1080/01431161.2018.1550919,https://www.tandfonline.com/doi/pdf/10.1080/01431161.2018.1550919
255,464,Datcu - M. - Daschiel - H. - Pelizzari - A. - Quartulli - M. - Galoppo - A. - Colapicchioni - A. - . . . Elia - S. D. (2003). Information mining in remote sensing image archives: system concepts. Ieee Transactions on Geoscience and Remote Sensing - 41(12) - 2923-2936. doi:10.1109/TGRS.2003.817197, ,https://doi.org/10.1109/TGRS.2003.817197
256,464,Datcu - M. - Grivei - A.-C. - Espinoza-Molina - D. - Dumitru - C. O. - Reck - C. - Manilici - V. - & Schwarz - G. (2020). The digital Earth Observation Librarian: a data mining approach for large satellite images archives. Big Earth Data - 1-30. doi:10.1080/20964471.2020.1738196, ,https://doi.org/10.1080/20964471.2020.1738196
268,236,Dibble - C. (2001). Beyond data: Handling spatial and analytical contexts with genetics based machine learning. In R. Krzanowski and J. Raper (Eds.) - Spatial evolutionary modeling (127-141). Oxford University Press.,ISBN/section: 9780198031017/chapter3,http://books.google.com/books?isbn=9780198031017
273,729,Digital imaging tutorial, ,http://preservationtutorial.library.cornell.edu/intro/intro-01.html
293,806,ECMWF. (n.d.) Forecast User Guide. Retrieved from: https://confluence.ecmwf.int/display/FUG/Forecast+User+Guide, ,https://confluence.ecmwf.int/display/FUG/Forecast+User+Guide
295,665,Eder - J. M. (1945). History of Photography. Transl. Edward Epstean. New York: Columbia University Press., , 
303,679,Elachi - C. - & Van Zyl - J. J. (2006). Introduction to the physics and techniques of remote sensing (Vol. 28). John Wiley & Sons., , 
324,753,ESA - 2020. eo-Sharing Earth Observation Resources. eoPortal Directory.,Categorised from A to Z and by Space Agency - there are over 1000 in-depth articles of satellite missions from 1959 to 2025 and information on airborne sensors. The missions database can be filtered by a range of criteria using the Search Missions filter drop down menus below - enabling you to find specific missions easily.,https://directory.eoportal.org/web/eoportal/satellite-missions
327,816,European Association of Remote Sensing Companies (EARSC) - (2020). Forecast and assess landslides. Retrieved from: https://earsc-portal.eu/display/EOwiki/Forecast+and+assess+landslides, ,https://earsc-portal.eu/display/EOwiki/Forecast+and+assess+landslides
346,835,European Association of Remote Sensing Companies. (2020). Detect and monitor illegal fishing. Retrieved from https://earsc-portal.eu/display/EOwiki/Detect+and+monitor+illegal+fishing, ,https://earsc-portal.eu/display/EOwiki/Detect+and+monitor+illegal+fishing
348,814,European Association of Remote Sensing Companies. (2020). Detect and monitor wildfires. Retrieved from https://earsc-portal.eu/display/EOwiki/Detect+and+monitor+wildfires, ,https://earsc-portal.eu/display/EOwiki/Detect+and+monitor+wildfires
353,836,European Association of Remote Sensing Companies. (2020). Detect ships in critical areas. Retrieved from https://earsc-portal.eu/display/EOwiki/Detect+ships+in+critical+areas, ,https://earsc-portal.eu/display/EOwiki/Detect+ships+in+critical+areas
354,762,European Association of Remote Sensing Companies. (2020). EO Services (Markets). Retrieved from https://earsc-portal.eu/pages/viewpage.action?pageId=78221916, ,https://earsc-portal.eu/pages/viewpage.action?pageId=78221916
359,806,European Association of Remote Sensing Companies. (2020). Forecast weather. Retrieved from https://earsc-portal.eu/display/EOwiki/Forecast+weather, ,https://earsc-portal.eu/display/EOwiki/Forecast+weather
366,835,European Association of Remote Sensing Companies. (2020). Map fish shoals. Retrieved from https://earsc-portal.eu/display/EOwiki/Map+fish+shoals, ,https://earsc-portal.eu/display/EOwiki/Map+fish+shoals
389,836,European Association of Remote Sensing Companies. (2020). Monitor ships movements. Retrieved from https://earsc-portal.eu/display/EOwiki/Monitor+ships+movements, ,https://earsc-portal.eu/display/EOwiki/Monitor+ships+movements
400,835,European Comission. (n.d.). Managing fisheries. Retrieved from: https://ec.europa.eu/fisheries/cfp/fishing_rules_en, ,https://ec.europa.eu/fisheries/cfp/fishing_rules_en
424,258,Feeman - T. G. (2002) Portraits of the earth: A mathematician looks at maps. Rhode Island: American Mathematical Society.,ISBN number: 9780821872611,http://books.google.com/books?isbn=9780821872611
430,517,Feynman - R. P. - Leighton - R. B. - & Sands - M. (2005). The Feynman Lectures on Physics: The Complete and Definitive Issue. Vol. 2., , 
434,236,Flake - G. W. (1998). The computational beauty of nature. Cambridge - MA: MIT Press.,ISBN number: 9780262561273,http://books.google.com/books?isbn=9780262561273
456,236,Gahegan - M. (2003). Is inductive machine learning just another wild goose (or might it lay the golden egg?). International Journal of Geographic Information Science - 17(1) - 69-92.,Digital Object Identifier (DOI): 10.1080/713811742,http://dx.doi.org/10.1080/713811742
487,236,Goldberg - D.E. (1989). Genetic algorithms in search - optimization - and machine learning. Reading - MA: Addison-Wesley.,ISBN number: 9780201157673,http://books.google.com/books?isbn=9780201157673
493,258,Goodchild - M.F. (1992). Geographical information science. International Journal of Geographic Information Systems - 6(1) - 31-45.,Digital Object Identifier (DOI): 10.1080/02693799208901893,http://dx.doi.org/10.1080/02693799208901893
512,666,Gupta - R. P. Remote Sensing Geology. Springer Verlag - ISBN 978-3-662-05283-9, ,https://www.springer.com/gp/book/9783662129142
514,816,Guzzetti - F. - Mondini - A. C. - Cardinali - M. - Fiorucci - F. - Santangelo - M. - & Chang - K.-T. (2012). Landslide inventory maps: New tools for an old problem. Earth-Science Reviews - 112(1) - 42-66. doi:https://doi.org/10.1016/j.earscirev.2012.02.001, ,https://doi.org/10.1016/j.earscirev.2012.02.001
523,662,Hanssen - R. F. (2001). Radar Interferometry: Data Interpretation and Error Analysis (Remote Sensing and Digital Image Processing Series - Vol. 2). Dordrecht: Springer Netherlands., , 
545,663,Henderson - F. M. & Lewis - A. J. (ed.) (1998). Principles & Applications of Imaging RADAR. Manual of Remote Sensing. Third Edition - Volume 2. John Wiley & Sons - USA., , 
554,816,Hölbling - D. - Eisank - C. - Albrecht - F. - Vecchiotti - F. - Friedl - B. - Weinke - E. - Kociu - A. - 2017. Comparing Manual and Semi-Automated Landslide Mapping Based on Optical Satellite Images from Different Sensors. Geosciences - 7(2) - 37. doi:10.3390/geosciences7020037, ,https://doi.org/10.3390/geosciences7020037
555,816,Hölbling - D. - Füreder - P. - Antolini - F. - Cigna - F. - Casagli - N. and Lang - S. 2012: A semi-automated object-based approach for landslide detection validated by Persistent Scatterer Interferometry measures and landslide inventories. Remote Sensing 4 (5): 1310-1336. https://doi.org/10.3390/rs4051310, ,https://doi.org/10.3390/rs4051310
565,535,http://www.eumetrain.org/data/3/36/navmenu.php?page=2.4.0, ,http://www.eumetrain.org/data/3/36/navmenu.php?page=2.4.0
580,571,https://www.encyclopedia.com/science/encyclopedias-almanacs-transcripts-and-maps/atmosphere-composition-and-structure, , 
581,739,https://www.fileformat.info/mirror/egff/ch03_02.htm, ,https://www.fileformat.info/mirror/egff/ch03_02.htm
584,535,https://www.nln.geos.ed.ac.uk/courses/english/frs/f2710/f2710003.htm, ,https://www.nln.geos.ed.ac.uk/courses/english/frs/f2710/f2710003.htm
585,452,https://www.sciencedirect.com/science/article/pii/S0034425718303742#tf0005, ,https://www.sciencedirect.com/science/article/pii/S0034425718303742#tf0005
589,322,Hu - Y. et al. (2004). Understanding the Rational Function Model : Methods and Applications. https://pdfs.semanticscholar.org/5bd4/92b3d3434f21d073cd9dd2f55d24c9d1c55a.pdf, , 
593,729,Humboldt state academy, ,http://gsp.humboldt.edu/OLM/Courses/GSP_216_Online/lesson3-1/composites.html#:~:text=False%20color%20images%20are%20a,near%2Dinfrared%20and%20beyond).
594,340,Humboldt State University - 2019 - GSP 216 Introduction to remote sensing - Radiometric corrections. Retrieved from http://gsp.humboldt.edu/OLM/Courses/GSP_216_Online/lesson4-1/radiometric.html, ,http://gsp.humboldt.edu/OLM/Courses/GSP_216_Online/lesson4-1/radiometric.html
602,693,Ismail - S. and Browell - E. V. (2015). LIDAR | Differential Absorption Lidar. Encyclopedia of Atmospheric Sciences (Second Edition) - 277-288.,Ismail - S. and Browell - E. V. (2015). LIDAR | Differential Absorption Lidar. Encyclopedia of Atmospheric Sciences (Second Edition) - 277-288., 
607,54,ITC (2013) The Core of GIScience: A Process-based Approach. ITC educational textbook series. 524 pages. ISSN 1567-5777. ISBN 978-90-3653-719-3., ,https://www.itc.nl/library/education/core-of-giscience/
610,720,Jackson - R. D. Pinter P. J. - Reginato R. J. - Idso S. B. (1980) Hand-Held Radiometry: A Set of Notes Developed for Use at the Workshop on Hand-Held Radiometry Phoenix - Ariz. - U.S. Department of Agriculture Science and Education Administration Agricultural Reviews and Manuals., , 
612,426,Jacquemoud - S. - & Baret - F. (1990). PROSPECT: A model of leaf optical properties spectra. Remote Sensing of Environment - 34(2) - 75-91. doi:https://doi.org/10.1016/0034-4257(90)90100-Z, ,https://doi.org/10.1016/0034-4257(90)90100-Z
613,622,Jagdhuber - T. (2012). Soil Parameter Retrieval under Vegetation Cover Using SAR Polarimetry. Dissertation - Institutional Repository of the University of Potsdam.,Jagdhuber - T. (2012). Soil Parameter Retrieval under Vegetation Cover Using SAR Polarimetry. Dissertation - Institutional Repository of the University of Potsdam.,https://publishup.uni-potsdam.de/opus4-ubp/frontdoor/deliver/index/docId/5894/file/jagdhuber_diss.pdf
623,663,Jensen - J. R. (2000). Remote Sensing of the Environment An Earth Resource Perspective Prentice Hall. Upper Saddle River (NJ) - USA., , 
624,664,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 121 and p. 175., , 
625,315,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 14., , 
626,340,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 175., , 
627,334,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 198-203., , 
629,327,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 227., , 
636,388,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 337., , 
637,336,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 443-444., , 
639,367,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 496-8., , 
640,439,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 499., , 
641,441,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 505., , 
642,442,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p. 506., , 
643,329,Jensen - J. R. (2005). Introductory digital image processing : a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall - p.128-129., , 
645,267,Jensen - J. R. (2005). Introductory digital image processing: a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall., ,http://books.google.com/books?isbn=9780131453616
646,267,Jensen - J. R. (2005). Introductory digital image processing: a remote sensing perspective (3rd ed.). Upper Saddle River - N.J.: Prentice Hall.,ISBN number: 9780131453616,http://books.google.com/books?isbn=9780131453616
648,665,Jensen - J. R. (2007).Remote Sensing of the Environment. An Earth Resources Perspective. Second Edition - pp. 592 - Pearson Prentice Hall - USA. ISBN 0-13-188950-8, , 
657,720,Julitta T. - Corp L. - Rossini M. - Burkart A. - Cogliati S. - Davies N. - Hom M. - MacArthur A. - Middleton E. - Rascher U. - Schickling A. - Colombo R. (2016). Comparison of sun-induced chlorophyll fluorescence estimates obtained from four portable field spectroradiometers. Remote Sensing., , 
660,518,K. N. Liou - An Introduction to Atmospheric Radiation - Second Edition – Academic Press (2002 - 1980 - p. 27-28), , 
689,703,Kramer - H. (2002). Observation of the Earth and its Environment. Survay of Missions and Sensonrs. 4th edition - pp. 1514 - 522 illustrations - 857 tables - Springer Verlag - ISBN: 3-540-42388-5, , 
701,351,Lahoz - W. A. - & Schneider - P. (2014). Data assimilation: making sense of Earth Observation. Frontiers in Environmental Science - 2 - p 16. doi:doi.org/10.3389/fenvs.2014.00016, ,https://doi.org/10.3389/fenvs.2014.00016
707,351,Lang - S. (2018). Urban green valuation integrating biophysical and qualitative aspects. European Journal of Remote Sensing - 51(1) - pp. 116-131., , 
716,736,Lavender - S. - Lavender - A. (2017). Practical Handbook of Remote Sensing - CRC Press - Taylor & Francis Group - Boca Raton - US., , 
728,236,Li - A. - Linderman - M. - Qi - J. - Shortridge - A. and Liu - J. (2005). Exploring complexity in a human-environment system: An agent-based spatial model for multidisciplinary and multiscale interaction. Annals of the Association of American Geographers - 95 - 54-79.,Digital Object Identifier (DOI): 10.1111/j.1467-8306.2005.00450.x,http://dx.doi.org/10.1111/j.1467-8306.2005.00450.x
731,322,Li - Z. - Chen - J. - & Baltsavias - E. (Eds.). (2008). Advances in photogrammetry - remote sensing and spatial information sciences: 2008 ISPRS congress book (Vol. 7). CRC Press, , 
732,267,Lillesand - T. and Kiefer - R. (2003). Remote sensing and image interpretation (5th Ed.) - New York: Wiley.,ISBN number: 9780471451525,http://books.google.com/books?isbn=9780471451525
739,594,Liou - K.N. (2002 - 1980). An Introduction to Atmospheric Radiation. Academic Press - Second Edition., , 
743,236,Longley - P. A. - Brooks - S. M. - McDonnell - R. - and MacMillan - B. (1998). Geocomputation: A primer. Chichester - UK - Wiley.,ISBN number: 9780471985761,http://books.google.com/books?isbn=9780471985761
744,258,Longley - P. - Goodchild - M. - Maguire - D. - and Rhind - D. (2011) Geographical Information Systems and Science. 3rd Ed. Chichester: Wiley.,ISBN number: 9780470721445,http://books.google.com/books?isbn=9780470721445
761,236,Macmillan - W. D. (1997). Computing and the science of geography: The postmodern turn and the geocomputational twist. In R. T. Pascoe (Ed.) - Proceedings of the 2nd International Conference on GeoComputation (1-11). University of Otago - New Zealand.,Proceedings of the 2nd International Conference on GeoComputation (1-11). University of Otago - New Zealand.,http://www.geocomputation.org/1997/papers/macmillan.pdf
764,236,Maguire - D. J. - Batty - M. and Goodchild - M. F. (Eds.) -(2005). GIS - spatial analysis and modeling. Redlands - CA: ESRI Press,ISBN number: 9781589481305,http://books.google.com/books?isbn=9781589481305
785,426,Mayer - B. - & Kylling - A. (2005). Technical note: The libRadtran software package for radiative transfer calculations - description and examples of use. Atmos. Chem. Phys. - 5(7) - 1855-1877. doi:10.5194/acp-5-1855-2005, ,https://www.atmos-chem-phys.net/5/1855/2005/
797,703,Melesse - A. M. - Weng - Q. - Thenkabail - P. S. - & Senay - G. B. (2007). Remote sensing sensors and applications in environmental resources mapping and modelling. Sensors - 7(12) - 3209-3241., ,https://www.mdpi.com/1424-8220/7/12/3209
802,720,Meroni M. and Colombo R. - (2009). 3S: a novel program for field spectroscopy. Computers & Geosciences - 35 - 1491-1496., , 
803,720,Meroni M. - Barducci A. - Cogliati S. - Castagnoli F. - Rossini M. - Busetto L. - Migliavacca M. - Cremonese E. - Galvagno M. - Colombo R. - di Cella U.M. (2011) - The hyperspectral irradiometer - a new instrument for long-term and unattended field spectroscopy measurements. Review of Scientific Instruments., , 
804,720,Meroni - M.; Busetto - L.; Guanter - L.; Cogliati - S.; Crosta - G.F.; Migliavacca - M.; Panigada - C.; Rossini - M.; Colombo - R. Characterization of fine resolution field spectrometers using solar Fraunhofer lines and atmospheric absorption features. Appl. Opt. 2010 - 49 - 2858–2571., , 
814,720,Milton E. J. (1987) Review Article Principles of field spectroscopy - International Journal of Remote Sensing - 8:12 - 1807-1827 -  https://doi.org/10.1080/01431168708954818, ,https://doi.org/10.1080/01431168708954818
815,720,Milton - E. J. - Schaepman - M. E. - Anderson - K. - Kneubühler - M. - & Fox - N. (2009). Progress in field spectroscopy. Remote Sensing of Environment - 113 - S92-S109., ,https://doi.org/10.1016/j.rse.2007.08.001
832,665,Moore - G. K. (1979) What is a picture worth? A history of remote sensing / Quelle est la valeur d'une image? Un tour d'horizon de télédétection - Hydrological Sciences Bulletin - 24:4 - 477-485 - DOI: 10.1080/02626667909491887, ,https://www.tandfonline.com/doi/pdf/10.1080/02626667909491887#:~:text=The%20history%20of%20remote%20sensing,all%20of%20the%20electromagnetic%20spectrum.
833,643,Moreira - A. - Prats-Iraola - P. - Younis - M. - Krieger - G. - Hajnsek - I. - & Papathanassiou - K. P. (2013). A tutorial on synthetic aperture radar. IEEE Geoscience and remote sensing magazine - 1(1) - 6-43., , 
842,258,Muehrcke - P. C. - Muehrcke - J.O. - and Kimerling - A. J. (2001) Map use: Reading - analysis - interpretation (4th ed. - revised). Madison - WI: J.P. Publications.,ISBN number: 9780960297863,http://books.google.com/books?isbn=9780960297863
